Vendor,Batch,Assay_Plate_Barcode,sphering,dropout,value_95_replicating,Percent_Replicating,Plate_Map_Name,Modality,Images_per_well,Sites-SubSampled,Binning,Magnification,Number_of_channels,z_plane,BF_Zplanes,spinning-disc,aperture,dry-immersion,vs-brightfield,simultaneous-excitation,sites,Size_MB,Size_MB_std,channel_names,brightfield_z_plane_used,feature_channels_found,num_features,n_columns,Percent_Matching,value_95_matching,cell_count
PE,Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP1,True,"('RNA',)",0.2077487712731693,58.88888888888889,JUMP-MOA_compound_platemap,Confocal,3,,2,20,5,3,,,1.0,water,,,3,2.469308975434028,0.3880017512438815,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",476,2821,18.6046511627907,0.31674435273785406,347894
PE,Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP2,True,(),0.19033619110584474,58.88888888888889,JUMP-MOA_compound_platemap,Confocal,3,,2,20,5,3,,,1.0,water,,,3,2.4569272017361112,0.3843036502076983,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",511,3532,23.25581395348837,0.30348224861172135,355677
PE,Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP2,True,"('RNA',)",0.19624074259234944,57.77777777777777,JUMP-MOA_compound_platemap,Confocal,3,,2,20,5,3,,,1.0,water,,,3,2.4569272017361112,0.3843036502076983,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",495,2821,20.930232558139537,0.3083563179599664,355677
PE,Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP3,True,(),0.18610592393201691,64.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,,2,20,5,3,,,1.0,water,,,3,2.444871485677083,0.3774570655652293,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",496,3532,23.25581395348837,0.2865516808999514,355968
PE,Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP3,True,"('RNA',)",0.18673864059612325,64.44444444444444,JUMP-MOA_compound_platemap,Confocal,3,,2,20,5,3,,,1.0,water,,,3,2.444871485677083,0.3774570655652293,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",479,2821,23.25581395348837,0.2724538063493721,355968
PE,Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP4,True,(),0.1847268770774798,60.0,JUMP-MOA_compound_platemap,Confocal,3,,2,20,5,3,,,1.0,water,,,3,2.477544597699653,0.3899898925761733,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",504,3532,20.930232558139537,0.28334888147444126,358126
PE,Scope1_PE_Bin2_Confocal_3Plane,CPBroadPhenixCP4,True,"('RNA',)",0.18965027666251758,60.0,JUMP-MOA_compound_platemap,Confocal,3,,2,20,5,3,,,1.0,water,,,3,2.477544597699653,0.3899898925761733,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",481,2821,23.25581395348837,0.27338008806572484,358126
PE,Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP1,True,(),0.20700100004735467,56.666666666666664,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,1,,,1.0,water,,,3,2.5197415142361104,0.3583887823059312,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",455,3532,23.25581395348837,0.31126347956301786,344830
PE,Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP1,True,"('RNA',)",0.21450657941352805,56.666666666666664,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,1,,,1.0,water,,,3,2.5197415142361104,0.3583887823059312,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",394,2821,18.6046511627907,0.32310849371405137,344830
PE,Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP2,True,(),0.21378230139956106,60.0,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,1,,,1.0,water,,,3,2.4842230220486106,0.3463563151530108,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",516,3532,18.6046511627907,0.3278217539986694,351711
PE,Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP2,True,"('RNA',)",0.2200940431507893,57.77777777777777,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,1,,,1.0,water,,,3,2.4842230220486106,0.3463563151530108,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",459,2821,23.25581395348837,0.31738841951345087,351711
PE,Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP3,True,(),0.19429224715969706,58.88888888888889,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,1,,,1.0,water,,,3,2.449872113541667,0.3403115388288124,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",476,3532,20.930232558139537,0.2951232029545006,353232
PE,Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP3,True,"('RNA',)",0.19007322888198247,58.88888888888889,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,1,,,1.0,water,,,3,2.449872113541667,0.3403115388288124,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",424,2821,23.25581395348837,0.2916281917643478,353232
PE,Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP4,True,(),0.1841005053296683,56.666666666666664,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,1,,,1.0,water,,,3,2.4888575682291667,0.3486822561498516,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",460,3532,23.25581395348837,0.2507824130200358,392415
PE,Scope1_PE_Bin2_Widefield_1Plane,CPBroadPhenixNC1PlaneP4,True,"('RNA',)",0.1882606367321552,57.77777777777777,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,1,,,1.0,water,,,3,2.4888575682291667,0.3486822561498516,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",404,2821,20.930232558139537,0.26936048568342513,392415
PE,Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP1,True,(),0.21475211779567094,58.88888888888889,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,3,,,1.0,water,,,3,2.4729005588107635,0.320289208912784,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",466,3532,16.27906976744186,0.3425244049403089,343328
PE,Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP1,True,"('RNA',)",0.21759147833743275,60.0,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,3,,,1.0,water,,,3,2.4729005588107635,0.320289208912784,"AGP, DNA, ER, Mito, RNA",,"DNA, ER, Mito, RNA",406,2821,18.6046511627907,0.3220250629913719,343328
PE,Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP2,True,(),0.20777430497179403,58.88888888888889,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,3,,,1.0,water,,,3,2.446370618706597,0.3065002120595112,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",496,3532,20.930232558139537,0.31234445094390034,349751
PE,Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP2,True,"('RNA',)",0.21738650564168738,57.77777777777777,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,3,,,1.0,water,,,3,2.446370618706597,0.3065002120595112,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",448,2821,18.6046511627907,0.3199814411362225,349751
PE,Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP3,True,(),0.17844388262148345,62.22222222222222,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,3,,,1.0,water,,,3,2.420489624045139,0.2984912633386465,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",475,3532,20.930232558139537,0.2710314456015941,350650
PE,Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP3,True,"('RNA',)",0.17546089515032115,62.22222222222222,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,3,,,1.0,water,,,3,2.420489624045139,0.2984912633386465,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",416,2821,23.25581395348837,0.2700240854581508,350650
PE,Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP4,True,(),0.18653275785931617,55.55555555555556,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,3,,,1.0,water,,,3,2.449472850520833,0.3089559138367057,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",447,3532,23.25581395348837,0.27006108054348155,389393
PE,Scope1_PE_Bin2_Widefield_3Plane,CPBroadPhenixNCP4,True,"('RNA',)",0.19917696290147616,55.55555555555556,JUMP-MOA_compound_platemap,Widefield,3,,2,20,5,3,,,1.0,water,,,3,2.449472850520833,0.3089559138367057,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",397,2821,23.25581395348837,0.27710137719859623,389393
Yokogawa_Japan,Scope1_Yokogawa_Japan_20X,20201021T092317,True,(),0.21344030851808607,64.44444444444444,JUMP-MOA_compound_platemap,Confocal,9,,1,20,5,10,,,0.75,dry,,,9,6.732652407754817,1.4478181011645723,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",402,3532,25.581395348837212,0.33914671314207956,1250600
Yokogawa_Japan,Scope1_Yokogawa_Japan_20X,20201021T092317,True,"('RNA',)",0.22531104254084855,64.44444444444444,JUMP-MOA_compound_platemap,Confocal,9,,1,20,5,10,,,0.75,dry,,,9,6.732652407754817,1.4478181011645723,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",356,2821,23.25581395348837,0.35351228805010393,1250600
Yokogawa_Japan,Scope1_Yokogawa_Japan_40X,20201020T134356,True,(),0.14858408974012416,48.888888888888886,JUMP-MOA_compound_platemap,Confocal,2,,1,40,5,12,,,0.95,dry,no,,2,6.472608521499776,1.473862553735304,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",598,3532,18.6046511627907,0.18235001128647424,59164
Yokogawa_Japan,Scope1_Yokogawa_Japan_40X,20201020T134356,True,"('RNA',)",0.15597781874145053,46.666666666666664,JUMP-MOA_compound_platemap,Confocal,2,,1,40,5,12,,,0.95,dry,no,,2,6.472608521499776,1.473862553735304,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",526,2821,16.27906976744186,0.199314630111543,59164
Yokogawa_US,Scope1_Yokogawa_US_10X,BRO0117014_10x,True,(),0.22766591705291564,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,4,,1,10,6,12,10.0,,0.4,dry,yes,,4,8.005537077542556,0.1249062371479002,"AGP, BrightField, DNA, ER, Mito, RNA",Z06,"AGP, BrightField, DNA, ER, Mito, RNA",428,4267,20.930232558139537,0.3612906055963663,2047342
Yokogawa_US,Scope1_Yokogawa_US_10X,BRO0117014_10x,True,"('RNA',)",0.22803917862348214,56.666666666666664,JUMP-MOA_compound_platemap,Confocal,4,,1,10,6,12,10.0,,0.4,dry,yes,,4,8.005537077542556,0.1249062371479002,"AGP, BrightField, DNA, ER, Mito, RNA",Z06,"AGP, BrightField, DNA, ER, Mito, RNA",400,3532,20.930232558139537,0.3634476446073041,2047342
Yokogawa_US,Scope1_Yokogawa_US_20X_5Ch,BRO0117033_20xb,True,(),0.25601029453125257,61.111111111111114,JUMP-MOA_compound_platemap,Confocal,9,,1,20,5,1,,,1.0,water,no,2.0,9,8.003584569497503,3.321743305600624e-05,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",403,3532,18.6046511627907,0.3754572398361878,1096617
Yokogawa_US,Scope1_Yokogawa_US_20X_5Ch,BRO0117033_20xb,True,"('RNA',)",0.2644520189190502,60.0,JUMP-MOA_compound_platemap,Confocal,9,,1,20,5,1,,,1.0,water,no,2.0,9,8.003584569497503,3.321743305600624e-05,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",354,2821,18.6046511627907,0.38386199586299047,1096617
Yokogawa_US,Scope1_Yokogawa_US_20X_5Ch,BRO0117056_20x,True,(),0.2129961662399603,58.88888888888889,JUMP-MOA_compound_platemap,Confocal,9,,1,20,5,1,,,1.0,water,no,2.0,9,8.003585008849559,4.420621201185514e-05,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",366,3532,25.581395348837212,0.29812800405074347,1191329
Yokogawa_US,Scope1_Yokogawa_US_20X_5Ch,BRO0117056_20x,True,"('RNA',)",0.2159768032171953,58.88888888888889,JUMP-MOA_compound_platemap,Confocal,9,,1,20,5,1,,,1.0,water,no,2.0,9,8.003585008849559,4.420621201185514e-05,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",354,2821,25.581395348837212,0.31115180791884034,1191329
Yokogawa_US,Scope1_Yokogawa_US_20X_5Ch_12Z,BRO0117056_20xb,True,(),0.20073502046373556,66.66666666666666,JUMP-MOA_compound_platemap,Confocal,9,,1,20,5,12,,,1.0,water,no,2.0,9,8.003585008849559,4.420621201185514e-05,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",298,3532,23.25581395348837,0.30652835628490477,1193638
Yokogawa_US,Scope1_Yokogawa_US_20X_5Ch_12Z,BRO0117056_20xb,True,"('RNA',)",0.20051049975349836,64.44444444444444,JUMP-MOA_compound_platemap,Confocal,9,,1,20,5,12,,,1.0,water,no,2.0,9,8.003585008849559,4.420621201185514e-05,"AGP, DNA, ER, Mito, RNA",,"AGP, DNA, ER, Mito, RNA",305,2821,23.25581395348837,0.29863628816182447,1193638
Yokogawa_US,Scope1_Yokogawa_US_20X_6Ch_BRO0117059,BRO0117059_20X,True,(),0.2815946522133929,61.111111111111114,JUMP-MOA_compound_platemap,Confocal,9,,1,20,6,12,15.0,,1.0,water,yes,4.0,9,7.954438655328631,0.0005830792119728,"AGP, BrightField, DNA, ER, Mito, RNA",Z08,"AGP, BrightField, DNA, ER, Mito, RNA",467,4267,23.25581395348837,0.421398047512036,1136319
Yokogawa_US,Scope1_Yokogawa_US_20X_6Ch_BRO0117059,BRO0117059_20X,True,"('RNA',)",0.28594286742677477,62.22222222222222,JUMP-MOA_compound_platemap,Confocal,9,,1,20,6,12,15.0,,1.0,water,yes,4.0,9,7.954438655328631,0.0005830792119728,"AGP, BrightField, DNA, ER, Mito, RNA",Z08,"AGP, BrightField, DNA, ER, Mito, RNA",421,3532,20.930232558139537,0.44976428159189086,1136319
Yokogawa_US,Scope1_Yokogawa_US_20X_6Ch_BRO01177034,BRO01177034_20x,True,(),0.20650412278039615,58.88888888888889,JUMP-MOA_compound_platemap,Confocal,9,,1,20,6,12,13.0,,1.0,water,yes,1.0,9,8.00358409895328,1.3847842933807417e-05,"AGP, BrightField, DNA, ER, Mito, RNA",Z17,"AGP, BrightField, DNA, ER, Mito, RNA",459,4267,18.6046511627907,0.31716503812691477,1045379
Yokogawa_US,Scope1_Yokogawa_US_20X_6Ch_BRO01177034,BRO01177034_20x,True,"('RNA',)",0.2024163880655663,58.88888888888889,JUMP-MOA_compound_platemap,Confocal,9,,1,20,6,12,13.0,,1.0,water,yes,1.0,9,8.00358409895328,1.3847842933807417e-05,"AGP, BrightField, DNA, ER, Mito, RNA",Z17,"AGP, BrightField, DNA, ER, Mito, RNA",397,3532,18.6046511627907,0.3016278978289426,1045379
Yokogawa_US,Scope1_Yokogawa_US_40X_BRO0117059,BRO0117059_40x,True,(),0.18093471560211885,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,9,,1,40,6,12,15.0,,1.0,water,yes,4.0,9,7.971628412838189,0.0802013512075437,"AGP, BrightField, DNA, ER, Mito, RNA",Z08,"AGP, BrightField, DNA, ER, Mito, RNA",578,4267,18.6046511627907,0.26378692120059005,279900
Yokogawa_US,Scope1_Yokogawa_US_40X_BRO0117059,BRO0117059_40x,True,"('RNA',)",0.18167189141352746,55.55555555555556,JUMP-MOA_compound_platemap,Confocal,9,,1,40,6,12,15.0,,1.0,water,yes,4.0,9,7.971628412838189,0.0802013512075437,"AGP, BrightField, DNA, ER, Mito, RNA",Z08,"AGP, BrightField, DNA, ER, Mito, RNA",521,3532,18.6046511627907,0.27813235635355077,279900
MolDev,1siteSubSample_Scope1_MolDev_10X,Plate2_PCO_6ch_4site_10XPA,True,(),0.13924160377956535,45.55555555555556,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,10,6,1,,no,0.45,dry,,,1,52.47633350846427,0.0001442278122525,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",459,4357,11.627906976744185,0.17202693538212704,511430
MolDev,1siteSubSample_Scope1_MolDev_10X,Plate2_PCO_6ch_4site_10XPA,True,"('RNA',)",0.14470667406069868,45.55555555555556,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,10,6,1,,no,0.45,dry,,,1,52.47633350846427,0.0001442278122525,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",393,3592,11.627906976744185,0.17381159657089532,511430
MolDev,1siteSubSample_Scope1_MolDev_10X,Plate3_PCO_6ch_4site_10XPA_Crest,True,(),0.17717320355018906,57.77777777777777,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,10,6,1,,yes,0.45,dry,,,1,52.47651426861264,0.0001832662332974,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",565,4357,16.27906976744186,0.25478227473336196,617546
MolDev,1siteSubSample_Scope1_MolDev_10X,Plate3_PCO_6ch_4site_10XPA_Crest,True,"('RNA',)",0.18470697482859072,57.77777777777777,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,10,6,1,,yes,0.45,dry,,,1,52.47651426861264,0.0001832662332974,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",491,3592,18.6046511627907,0.25272184685151,617546
MolDev,1siteSubSample_Scope1_MolDev_10X_4siteZ,Plate3_PCO_6ch_4site_10XPA_Crestz,True,(),0.17159686786896128,62.22222222222222,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,10,6,3,,yes,0.45,dry,,,1,52.47663138845419,0.0001418825539195,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",489,4357,20.930232558139537,0.27807911265672924,608864
MolDev,1siteSubSample_Scope1_MolDev_10X_4siteZ,Plate3_PCO_6ch_4site_10XPA_Crestz,True,"('RNA',)",0.17304949803265476,61.111111111111114,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,10,6,3,,yes,0.45,dry,,,1,52.47663138845419,0.0001418825539195,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",421,3592,20.930232558139537,0.28550729176733713,608864
MolDev,1siteSubSample_Scope1_MolDev_20X_4site,Plate3_PCO_6ch_4site_20XPA_Crestz,True,(),0.1500014286494898,54.44444444444444,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,20,6,3,,yes,0.75,dry,,,1,52.476629335720496,0.0001144565992287,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",694,4357,18.6046511627907,0.21200153853613263,132155
MolDev,1siteSubSample_Scope1_MolDev_20X_4site,Plate3_PCO_6ch_4site_20XPA_Crestz,True,"('RNA',)",0.15929377477901116,55.55555555555556,JUMP-MOA_compound_platemap,Confocal,4,1.0,1,20,6,3,,yes,0.75,dry,,,1,52.476629335720496,0.0001144565992287,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",607,3592,18.6046511627907,0.2086196260539797,132155
MolDev,1siteSubSample_Scope1_MolDev_20X_9site,Plate2_PCO_6ch_9site_20XPA,True,(),0.17969130699820351,51.11111111111111,JUMP-MOA_compound_platemap,Confocal,9,1.0,1,20,6,1,,no,0.75,dry,,,1,52.47633408863811,0.0001533901215815,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",651,4357,13.953488372093023,0.22491853578949844,137083
MolDev,1siteSubSample_Scope1_MolDev_20X_9site,Plate2_PCO_6ch_9site_20XPA,True,"('RNA',)",0.1779127177528829,51.11111111111111,JUMP-MOA_compound_platemap,Confocal,9,1.0,1,20,6,1,,no,0.75,dry,,,1,52.47633408863811,0.0001533901215815,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",548,3592,16.27906976744186,0.21764539652778594,137083
MolDev,1siteSubSample_Scope1_MolDev_20X_9site,Plate3_PCO_6ch_9site_20XPA_Crest,True,(),0.1568670045788109,53.333333333333336,JUMP-MOA_compound_platemap,Confocal,9,1.0,1,20,6,1,,yes,0.75,dry,,,1,52.476410701871146,0.0001143807788651,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",672,4357,18.6046511627907,0.2071252081080876,146416
MolDev,1siteSubSample_Scope1_MolDev_20X_9site,Plate3_PCO_6ch_9site_20XPA_Crest,True,"('RNA',)",0.1600323360046096,53.333333333333336,JUMP-MOA_compound_platemap,Confocal,9,1.0,1,20,6,1,,yes,0.75,dry,,,1,52.476410701871146,0.0001143807788651,"Actin, DNA, ER, Golgi, Mito, RNA",,"Actin, DNA, ER, Golgi, Mito, RNA",586,3592,18.6046511627907,0.20921389145971053,146416
Nikon,1siteSubSample_Scope1_Nikon_20X,BR00117061a,True,(),0.19139653959467395,54.44444444444444,JUMP-MOA_compound_platemap,Widefield,9,1.0,1,20,4,1,,,0.75,dry,,,1,9.872705523809524,27.71715325897701,"AGP, DNA, ER, Mito",,"AGP, DNA, ER, Mito",446,2818,16.27906976744186,0.272429731603423,249089
Nikon,1siteSubSample_Scope1_Nikon_20X,BR00117061a,True,"('RNA',)",0.19068742134181457,54.44444444444444,JUMP-MOA_compound_platemap,Widefield,9,1.0,1,20,4,1,,,0.75,dry,,,1,9.872705523809524,27.71715325897701,"AGP, DNA, ER, Mito",,"AGP, DNA, ER, Mito",446,2818,16.27906976744186,0.272600146551894,249089
Nikon,1siteSubSample_Scope1_Nikon_20X,BR00117062a,True,(),0.15864726492232123,46.666666666666664,JUMP-MOA_compound_platemap,Widefield,9,1.0,1,20,4,1,,,0.75,dry,,,1,9.874534885786955,27.72811646838089,"AGP, DNA, ER, Mito",,"AGP, DNA, ER, Mito",487,2818,20.930232558139537,0.1965874578224512,251168
Nikon,1siteSubSample_Scope1_Nikon_20X,BR00117062a,True,"('RNA',)",0.15370117713723835,46.666666666666664,JUMP-MOA_compound_platemap,Widefield,9,1.0,1,20,4,1,,,0.75,dry,,,1,9.874534885786955,27.72811646838089,"AGP, DNA, ER, Mito",,"AGP, DNA, ER, Mito",487,2818,20.930232558139537,0.20424522123340547,251168
Nikon,1siteSubSample_Scope1_Nikon_20X,BR00117063b,True,(),0.17119077533881663,46.666666666666664,JUMP-MOA_compound_platemap,Widefield,9,1.0,1,20,4,1,,,0.75,dry,,,1,9.873193142857142,27.72026359490857,"AGP, DNA, ER, Mito",,"AGP, DNA, ER, Mito",456,2818,11.627906976744185,0.2044235735832359,247467
Nikon,1siteSubSample_Scope1_Nikon_20X,BR00117063b,True,"('RNA',)",0.17000665035286844,46.666666666666664,JUMP-MOA_compound_platemap,Widefield,9,1.0,1,20,4,1,,,0.75,dry,,,1,9.873193142857142,27.72026359490857,"AGP, DNA, ER, Mito",,"AGP, DNA, ER, Mito",456,2818,11.627906976744185,0.20387412627355073,247467
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_1Plane,CP_Broad_Phenix_C_BIN1_1Plane_P1,True,(),0.1630046536370913,53.333333333333336,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,1,,,1.0,water,,,1,9.526376890277778,2.0565191378417467,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",548,3529,11.627906976744185,0.22956497291087036,118366
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_1Plane,CP_Broad_Phenix_C_BIN1_1Plane_P1,True,"('RNA',)",0.1614684188251357,56.666666666666664,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,1,,,1.0,water,,,1,9.526376890277778,2.0565191378417467,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",532,2818,13.953488372093023,0.2254463967703915,118366
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_1Plane,CP_Broad_Phenix_C_BIN1_1Plane_P2,True,(),0.15836515276125843,52.22222222222223,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,1,,,1.0,water,,,1,9.484644246354168,2.025928930970477,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",590,3529,16.27906976744186,0.20401430544466628,121803
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_1Plane,CP_Broad_Phenix_C_BIN1_1Plane_P2,True,"('RNA',)",0.15417640548563488,51.11111111111111,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,1,,,1.0,water,,,1,9.484644246354168,2.025928930970477,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",568,2818,18.6046511627907,0.20428972600071135,121803
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_1Plane,CP_Broad_Phenix_C_BIN1_1Plane_P3,True,(),0.15819673323913705,50.0,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,1,,,1.0,water,,,1,9.352902417534724,1.9951894891107755,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",542,3529,16.27906976744186,0.2438470871345897,120897
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_1Plane,CP_Broad_Phenix_C_BIN1_1Plane_P3,True,"('RNA',)",0.1571374767353305,48.888888888888886,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,1,,,1.0,water,,,1,9.352902417534724,1.9951894891107755,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",535,2818,16.27906976744186,0.22353208402799335,120897
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_1Plane,CP_Broad_Phenix_C_BIN1_1Plane_P4,True,(),0.17683907264681786,52.22222222222223,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,1,,,1.0,water,,,1,9.587194772569443,1.98962241996142,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",550,3529,18.6046511627907,0.23666393361708443,122580
PE,1siteSubSample_Scope1_PE_Bin1_Confocal_1Plane,CP_Broad_Phenix_C_BIN1_1Plane_P4,True,"('RNA',)",0.1734653583742406,53.333333333333336,JUMP-MOA_compound_platemap,Confocal,3,1.0,1,20,5,1,,,1.0,water,,,1,9.587194772569443,1.98962241996142,"DNA, ER, Mito, RNA, WGPhalloidin",,"DNA, ER, Mito, RNA, WGPhalloidin",541,2818,18.6046511627907,0.23731158307691425,122580
